

CPU Version Time (ms): 0.127000	
Total Execution time (ms): 1.886200 660, 660 
 593, 593 
 750, 750 
 300, 300 
 419, 419 
 648, 648 
 572, 572 
 331, 331 
 586, 586 
 371, 371 
 254, 254 
 273, 273 
 410, 410 
 655, 655 
 377, 377 
 824, 824 
 340, 340 
 659, 659 
 301, 301 
 666, 666 
 315, 315 
 612, 612 
 687, 687 
 320, 320 
 751, 751 
 510, 510 
 344, 344 
 350, 350 
 678, 678 
 52, 52 
 366, 366 
 573, 573 
 604, 604 
 807, 807 
 580, 580 
 525, 525 
 598, 598 
 59, 59 
 739, 739 
 796, 796 
 639, 639 
 653, 653 
 523, 523 
 403, 403 
 409, 409 
 186, 186 
 416, 416 
 520, 520 
 233, 233 
 232, 232 
 859, 859 
 382, 382 
 379, 379 
 359, 359 
 420, 420 
 473, 473 
 426, 426 
 519, 519 
 795, 795 
 219, 219 
 267, 267 
 499, 499 
 423, 423 
 679, 679 
 753, 753 
 697, 697 
 543, 543 
 505, 505 
 522, 522 
 364, 364 
 642, 642 
 323, 323 
 665, 665 
 704, 704 
 451, 451 
 375, 375 
 428, 428 
 718, 718 
 453, 453 
 560, 560 
 484, 484 
 850, 850 
 562, 562 
 135, 135 
 418, 418 
 260, 260 
 638, 638 
 208, 208 
 344, 344 
 428, 428 
 396, 396 
 711, 711 
 375, 375 
 589, 589 
 748, 748 
 643, 643 
 898, 898 
 327, 327 
 815, 815 
 502, 502 
 694, 694 
 732, 732 
 426, 426 
 551, 551 
 626, 626 
 468, 468 
 743, 743 
 151, 151 
 223, 223 
 623, 623 
 433, 433 
 191, 191 
 216, 216 
 284, 284 
 385, 385 
 578, 578 
 578, 578 
 275, 275 
 715, 715 
 864, 864 
 824, 824 
 419, 419 
 548, 548 
 524, 524 
 441, 441 
 208, 208 
 542, 542 
 745, 745 
 355, 355 
 225, 225 
 307, 307 
 38, 38 
 503, 503 
 452, 452 
 264, 264 
 780, 780 
 552, 552 
 627, 627 
 364, 364 
 566, 566 
 506, 506 
 915, 915 
 387, 387 
 409, 409 
 563, 563 
 643, 643 
 375, 375 
 234, 234 
 124, 124 
 216, 216 
 70, 70 
 915, 915 
 334, 334 
 24, 24 
 794, 794 
 393, 393 
 774, 774 
 260, 260 
 546, 546 
 705, 705 
 216, 216 
 707, 707 
 554, 554 
 833, 833 
 672, 672 
 771, 771 
 560, 560 
 446, 446 
 305, 305 
 512, 512 
 555, 555 
 712, 712 
 269, 269 
 199, 199 
 492, 492 
 654, 654 
 150, 150 
 738, 738 
 596, 596 
 581, 581 
 353, 353 
 442, 442 
 536, 536 
 342, 342 
 576, 576 
 548, 548 
 714, 714 
 348, 348 
 235, 235 
 619, 619 
 139, 139 
 639, 639 
 272, 272 
 725, 725 
 364, 364 
 343, 343 
 99, 99 
 579, 579 
 555, 555 
 721, 721 
 699, 699 
 521, 521 
 660, 660 
 717, 717 
 696, 696 
 405, 405 
 245, 245 
 845, 845 
 479, 479 
 364, 364 
 659, 659 
 304, 304 
 677, 677 
 450, 450 
 375, 375 
 228, 228 
 601, 601 
 318, 318 
 155, 155 
 891, 891 
 216, 216 
 278, 278 
 643, 643 
 143, 143 
 603, 603 
 541, 541 
 542, 542 
 498, 498 
 466, 466 
 478, 478 
 321, 321 
 346, 346 
 529, 529 
 618, 618 
 432, 432 
 642, 642 
 747, 747 
 597, 597 
 651, 651 
 331, 331 
 159, 159 
 394, 394 
 289, 289 
 709, 709 
 43, 43 
 198, 198 
 346, 346 
 851, 851 
 422, 422 
 722, 722 
 230, 230 
 260, 260 
 550, 550 
 687, 687 
 534, 534 
 590, 590 
 506, 506 
 383, 383 
 330, 330 
 211, 211 
 640, 640 
 632, 632 
 505, 505 
 728, 728 
 204, 204 
 715, 715 
 448, 448 
 220, 220 
 245, 245 
 607, 607 
 350, 350 
 57, 57 
 155, 155 
 565, 565 
 360, 360 
 835, 835 
 549, 549 
 597, 597 
 158, 158 
 291, 291 
 308, 308 
 365, 365 
 733, 733 
 653, 653 
 637, 637 
 517, 517 
 319, 319 
 32, 32 
 181, 181 
 589, 589 
 523, 523 
 655, 655 
 643, 643 
 638, 638 
 728, 728 
 314, 314 
 144, 144 
 524, 524 
 550, 550 
 315, 315 
 608, 608 
 271, 271 
 377, 377 
 673, 673 
 683, 683 
 384, 384 
 611, 611 
 587, 587 
 398, 398 
 751, 751 
 487, 487 
 458, 458 
 340, 340 
 112, 112 
 264, 264 
 673, 673 
 383, 383 
 502, 502 
 840, 840 
 553, 553 
 606, 606 
 357, 357 
 755, 755 
 150, 150 
 713, 713 
 758, 758 
 263, 263 
 268, 268 
 537, 537 
 431, 431 
 687, 687 
 717, 717 
 393, 393 
 641, 641 
 686, 686 
 457, 457 
 153, 153 
 627, 627 
 16, 16 
 795, 795 
 285, 285 
 59, 59 
 463, 463 
 583, 583 
 380, 380 
 647, 647 
 771, 771 
 181, 181 
 339, 339 
 275, 275 
 66, 66 
 290, 290 
 300, 300 
 519, 519 
 514, 514 
 508, 508 
 462, 462 
 277, 277 
 604, 604 
 521, 521 
 247, 247 
 749, 749 
 501, 501 
 808, 808 
 359, 359 
 923, 923 
 513, 513 
 158, 158 
 580, 580 
 361, 361 
 701, 701 
 573, 573 
 44, 44 
 574, 574 
 281, 281 
 561, 561 
 294, 294 
 515, 515 
 98, 98 
 376, 376 
 268, 268 
 254, 254 
 270, 270 
 254, 254 
 561, 561 
 429, 429 
 371, 371 
 882, 882 
 361, 361 
 522, 522 
 808, 808 
 559, 559 
 494, 494 
 401, 401 
 350, 350 
 526, 526 
 752, 752 
 602, 602 
 685, 685 
 215, 215 
 555, 555 
 391, 391 
 463, 463 
 839, 839 
 610, 610 
 497, 497 
 262, 262 
 603, 603 
 615, 615 
 931, 931 
 466, 466 
 636, 636 
 557, 557 
 369, 369 
 671, 671 
 549, 549 
 614, 614 
 616, 616 
 215, 215 
 156, 156 
 84, 84 
 766, 766 
 505, 505 
 233, 233 
 318, 318 
 525, 525 
